ID;LABEL;ARTICLE
948;ai;Olimpia w pierwszej części sezonu miała trudności, ale w rundzie wiosennej pokazała znacznie lepszą formę, nie przegrywając żadnego z siedmiu ostatnich meczów (cztery zwycięstwa i trzy remisy). Mimo że wciąż znajduje się w strefie spadkowej, traci zaledwie dwa punkty do bezpiecznego miejsca. Historia meczów między Olimpią Grudziądz a Wisłą Płock pokazuje, że oba zespoły miały swoje sukcesy i niepowodzenia. Spośród siedmiu dotychczasowych spotkań Wisła przegrała tylko raz, co miało miejsce trzy lata temu, gdy niespodziewanie uległa na własnym boisku. W sumie cztery z tych meczów zakończyły się remisem. W spotkaniach rozgrywanych w Grudziądzu, Olimpia zdołała zdobyć zaledwie jeden punkt w trzech meczach. Natomiast w pierwszym meczu tego sezonu, Wisła odniosła wyraźne zwycięstwo 3:0 na własnym stadionie, a bramki zdobyli Jakub Bąk (dwie) i Mikołaj Lebedyński. W przedstawionej sytuacji oba zespoły przygotowują się do kolejnego starcia, które zapowiada się emocjonująco, biorąc pod uwagę ich dotychczasowe osiągnięcia oraz postępy w obecnym sezonie.
949;ai;Mimo że Górnik Zabrze rozegrał już osiem meczów wiosną, wciąż czeka na swoje pierwsze zwycięstwo w tym roku. Czy uda im się je wywalczyć w Kielcach, gdzie zagrają w sobotę? Trener Jan Żurek wyraża pełne wsparcie dla swoich zawodników i wierzy, że pragnienie zwycięstwa jest w nich głęboko zakorzenione. Przekonuje, że ta oczekiwana wygrana musi nadejść w końcu. Jednak Stadion Korony w Kielcach nie jest łatwym miejscem dla drużyny z Zabrza. Owszem, ich ostatnia wizyta tam w sierpniu 2014 roku zakończyła się imponującym zwycięstwem 3:0 (gole strzelali Rafał Kosznik, Robert Jeż i Roman Gergel), ale wcześniej Górnikowi nie udało się wygrać ani razu. Ba, tylko raz zdołali wywalczyć remis. Należy pamiętać, że Korona Kielce wciąż ma szansę na awans do grupy mistrzowskiej, ale do tego potrzebuje trzech punktów w starciu z Górnikiem, jak również korzystnych wyników na innych stadionach. Zabrzanie z kolei, nawet w przypadku zwycięstwa w nadchodzącym meczu, przystąpią do walki w grupie spadkowej z ostatniego miejsca. Sobotnie spotkanie obiecuje emocje, zwłaszcza biorąc pod uwagę historię i obecne cele obu zespołów. Czy Górnik Zabrze pokona trudności i wywalczy oczekiwaną wygraną w Kielcach, czy też Korona będzie kontynuować swoją walkę o awans? Odpowiedź poznamy na boisku.
950;ai;Marquitos, pomocnik Górnika Łęczna, i Nicki Bille, napastnik Lecha Poznań, choć w podobnym wieku, mają różne ścieżki kariery za sobą. Hiszpan, mający 29 lat, jest o rok starszy od Duńczyka, ale obaj mieli okazję rywalizować razem na boisku, kiedy grali w Hiszpanii. Nicki Bille jest znany z wieloletniej kariery w piłce nożnej, która zawiera przejścia przez kilka krajów. W latach 2010-2012 grał w Hiszpanii dla takich klubów jak Villarreal, Elche i Rayo Vallecano. W rezerwach Villarreal rozegrał 33 mecze i zdobył pięć goli w sezonie 2010/11, będąc kluczowym graczem drużyny. W tamtym okresie Marquitos także grał w Villarreal B, gdzie wystąpił w 38 meczach i zdobył dwie bramki. W jednym z meczów przeciwko Valladolid, gdzie także grał wtedy Sisi (dziś zawodnik Lecha Poznań), obaj zawodnicy zdobyli bramki, przyczyniając się do zwycięstwa 2:0. Teraz obaj piłkarze mają szansę spotkać się ponownie w sobotnim meczu między Górnikiem Łęczna a Lechem Poznań. Nicki Bille wyraża swoje zaskoczenie i podziw dla Marquitosa, którego pamięta z czasów gry w Villarreal. Jednakże, podczas gdy Bille jest prawdopodobnie uwzględniony w podstawowym składzie Lecha, udział Marquitosa w meczu Górnika wcale nie jest pewny. Ostatnio widziano go na boisku 12 marca, a ostatnio grał dla drugiej drużyny Górnika w meczu IV ligi przeciwko Unii Hrubieszów. Ostatecznie, czy Marquitos pojawi się na boisku czy nie, będzie to interesujący moment dla obu piłkarzy, którzy mają szansę na ponowne spotkanie się na boisku po latach.
951;ai;Wygrana w nadchodzącym meczu daje krakowianom pewny awans, co stanowi znaczący kontrast w porównaniu z sytuacją zaledwie miesiąc temu, gdy zespół znajdował się w strefie spadkowej. Teraz wszystko zależy od determinacji i umiejętności piłkarzy Wisły, którzy przygotowują się do tego, co trener Wdowczyk określa jako najważniejszy mecz w sezonie. Trener i kapitan zespołu, Arkadiusz Głowacki, zdają sobie sprawę z ogromnej presji towarzyszącej temu spotkaniu. Wdowczyk podkreśla, że nie wyobraża sobie, by drużyna nie wyszła zwycięsko, a Głowacki podkreśla znaczenie radzenia sobie z emocjami i konieczność unikania błędów w meczu przeciwko silnemu rywalowi jakim jest Zagłębie. Dla Wisły to nietypowa sytuacja, w której musi wygrać pojedynczy mecz, aby osiągnąć swój cel. Głowacki porównuje to spotkanie do czasów, gdy walczono o mistrzostwo, zauważając, że tym razem presja jest nawet większa, gdyż nie ma możliwości nadrobienia straty. Wdowczyk dodaje, że mobilizacja piłkarzy nie jest potrzebna, gdyż wszyscy zdają sobie sprawę z wagi tego meczu zarówno dla nich, jak i dla kibiców. Zapowiedź meczu z Zagłębiem cieszy się dużym zainteresowaniem ze strony kibiców, co potwierdza liczba sprzedanych biletów przekraczająca 16 tysięcy. To dodatkowy bodziec dla zawodników Wisły, aby dać z siebie wszystko na boisku i osiągnąć pożądany wynik.
952;ai;Lech Poznań, mimo dobrego startu w poprzedniej części sezonu, zanotował wiosną wyniki poniżej oczekiwań. Mimo to, trener Jan Urban uważa, że obecna sytuacja drużyny nie jest tragiczna. Zespół dotarł do finału Pucharu Polski, co było jednym z głównych celów, co daje szansę na grę w europejskich pucharach. Urban przyznaje jednak, że nie jest zadowolony z gry swojego zespołu i pragnie zobaczyć poprawę. Mimo trudności, z jakimi Lech się borykał, Urban zaznacza, że obecny sezon był pełen zmian i problemów, co utrudniło osiągnięcie stabilizacji w grze. Planuje on także przyszłość drużyny, przygotowując się na możliwą rekonstrukcję latem, która będzie konieczna z uwagi na potencjalne sprzedaże oraz zakończenie kontraktów niektórych zawodników. W nadchodzącym meczu z Górnikiem Łęczna, Lech ma jeszcze szansę poprawić swoją pozycję w tabeli, chociaż już teraz przygotowuje się do rundy finałowej. Mecz ten będzie decydujący dla utrzymania szóstego miejsca w tabeli i rozpoczęcia kolejnej fazy rozgrywek, a zwycięstwo pozwoli utrzymać pozycję i przygotować się na starcie z Legią Warszawa. Choć sezon Lecha był pełen wyzwań, Urban wierzy, że awans do europejskich pucharów uczyni go udanym, zważywszy na trudności, jakie drużyna musiała pokonać. Jego celem jest zbudowanie zespołu zdolnego do osiągnięcia sukcesów w przyszłości.
953;ai;Decyzja Trybunału Arbitrażowego ds. Sportu przy Polskim Komitecie Olimpijskim wprowadziła znaczące zmiany w układzie tabeli i sytuacji poszczególnych drużyn w walce o miejsce w grupie mistrzowskiej ekstraklasy. Odezwało się to zwłaszcza w kontekście Lechii Gdańsk i Jagiellonii Białystok. Dla Lechii Gdańsk decyzja Trybunału o wstrzymaniu postanowienia Komisji Odwoławczej ds. Licencji Klubowych PZPN oznacza, że klub zyskał dodatkowy punkt, co wpłynęło na jego pozycję w tabeli. Zespół ma teraz 36 punktów, a nie 35, co ma istotne znaczenie w kontekście walki o miejsce w grupie mistrzowskiej. Dla Jagiellonii Białystok zmieniła się również sytuacja w walce o awans do grupy mistrzowskiej. Dotychczasowa sytuacja wymagała od nich wygranej z Piastem Gliwice, a także niepowodzenia Wisły Kraków i Podbeskidzia Bielsko-Biała w ich meczach. Teraz, przy wygranej Lechii Gdańsk w ostatniej kolejce rundy zasadniczej z Ruchem Chorzów, Jagiellonia musi zwyciężyć, a także liczyć na stratę punktów przez Wisłę Kraków. Natomiast w przypadku innego wyniku meczu w Gdańsku, Jagiellonia nadal musi wygrać i liczyć na porażkę Wisły oraz Podbeskidzia. Te zmiany sprawiają, że ostatnia kolejka rundy zasadniczej staje się jeszcze bardziej napięta i emocjonująca, a walka o miejsce w grupie mistrzowskiej pozostaje otwarta do ostatniego gwizdka.
954;ai;Przed tegorocznymi rozgrywkami różnica punktowa między drużynami Stali Rzeszów a Motorem Lublin była minimalna, wynosząc zaledwie jeden punkt. Stal Rzeszów rozpoczęła sezon słabo, z remisem w Przemyślu ze słabą Polonią, a następnie nieoczekiwaną porażką u siebie z Lewartem Lubartów. Jednak w trzecim meczu drużyna wyraźnie się odbudowała, pokonując Resovię 3:0 na wyjeździe. Trudno jest jednoznacznie określić, czy to był jednorazowy wyskok drużyny Stali czy też sygnał wzrostu formy. W składzie Stali znajdują się jednak gracze z doświadczeniem ekstraklasowym, co świadczy o potencjale drużyny. Z drugiej strony, zespół Motoru Lublin rozpoczął sezon bardzo dobrze, zawsze wychodząc zwycięsko z boiska w trzech pierwszych meczach. Jednak ponieśli stratę w postaci poważnej kontuzji Pawła Myśliwieckiego, który doznał złamania nogi. W poprzedniej rundzie jesiennej Motor pokonał Stal 1:0, a teraz obie drużyny przygotowują się do kolejnego starcia. Prezes Stali Rzeszów, Leszcz, podkreśla, że jego drużyna jest gotowa i mobilizowana pod każdym względem. Z kolei powrót do pełnej dyspozycji Rafała Króla daje sztabowi szkoleniowemu większe możliwości taktyczne. Mimo że liczy się na zwycięstwo, prezes Leszcz podkreśla, że ligi nie wygrywa się jednym meczem, lecz postawą przez cały sezon, a obecnie Stal Rzeszów zajmuje wyższą pozycję w tabeli.
955;ai;W meczu z Płockiem, piłkarze Wisły przystąpili do gry w zmienionym składzie. W środku obrony zagrał Damian Byrtek, który był debiutantem w drużynie Wisły. Nie mogło być też na boisku Patryka Stępińskiego z powodu zawieszenia za kartki. Natomiast do podstawowego składu powrócili Piotr Wlazło i Fabian Hiszpański. Płocczanie, prowadzeni przez trenera Jacka Paszulewicza, zapowiadali przed meczem walkę i demonstrację swoich atutów. Zwłaszcza w pierwszej połowie dominowali na boisku, tworząc więcej groźnych sytuacji, jednak dobrze spisywał się bramkarz Wisły, Seweryn Kiełpin, który ratował swój zespół przed stratą gola. Najlepszą okazję do zdobycia bramki mieli płocczanie, gdy po faulu na pomocniku Wisły, Dimitarze Ilievie, sędzia podyktował rzut karny. Niestety dla gospodarzy, Cezary Stefańczyk nie wykorzystał tej szansy. Drugą połowę dobrze rozpoczęli piłkarze Wisły, a w 57. minucie Mikołaj Lebedyński strzelił bramkę, dając swojej drużynie prowadzenie. Chociaż mieli oni jeszcze kilka okazji do podwyższenia wyniku, to ostatecznie to gospodarze doprowadzili do wyrównania. Bramkę z rzutu karnego zdobył Brazylijczyk Nildo. Mimo starań piłkarzy Wisły, nie zdołali oni przechylić szali zwycięstwa na swoją korzyść, a mecz zakończył się remisem. Był to pierwszy ligowy mecz w tym roku, w którym Wisła straciła gola.
956;ai;W sobotę południu, gdy piłkarze trenera Zbigniewa Smółki wychodzili na boisko w Katowicach, znali już wyniki meczów Arki Gdynia i Wisły Płock, liderów I ligi, którzy stracili punkty remisując swoje mecze w piątek (Miedź - Arka 0:0, Olimpia Grudziądz - Wisła Płock 1:1). Wobec tego, jedynym celem zawiszczan było zwycięstwo. Zawisza zagrał z kilkoma zmianami w składzie. Nieobecny był Kamil Drygas, który pauzował z powodu żółtych kartek. Kontuzję leczył Łukasz Sapela, a Jakub Łukowski i Maciej Kona odpoczywali po potrąceniu przez samochód. Trener Smółka dał także szansę występu na środku obrony Toniemu Markiciovi, zastępując Piotra Stawarczyka. W wyjściowej jedenastce znalazł się także Portugalczyk Mica. Rywal nie był łatwy, gdyż piłkarze Rozwoju broniący się przed spadkiem wygrali ostatnie trzy mecze. Mimo to, Zawisza objął prowadzenie za sprawą gola Szymona Lewickiego, najskuteczniejszego zawodnika jesieni, który zdobył swoją 12. bramkę w sezonie po akcji Karola Danielaka. Mimo dobrych okazji, zawiszanie nie zdołali utrzymać prowadzenia do końca pierwszej połowy, gdyż w 43. minucie wyrównał Tomasz Wróbel. Po przerwie sytuacja dla Zawiszy stała się dramatyczna, gdy w 78. minucie czerwoną kartkę zobaczył Jean-Yves M'voto. Mimo to, piłkarze walczyli o pełną pulę, a Lewicki okazał się kluczowym zawodnikiem. Najpierw, w 90. minucie, zdobył bramkę po strzale przewrotką Jakuba Smektały, a minutę później po raz trzeci trafił do bramki zza pola karnego.
957;ai;"Po fatalnych występach w poprzedniej kolejce piłkarze Piasta i Jagiellonii obiecywali, że w sobotę będą ""gryźli trawę"". Jednakże, wystarczył tylko rzut oka, by dojść do wniosku, że gliwickiej drużynie przydałaby się chwila wytchnienia. Boisko było grząskie, nierówne, a w okolicach obydwu bramek królowało błoto. Mimo to, od pierwszych minut mecz toczył się w całkiem niezłym tempie, choć długo brakowało dogodnych sytuacji bramkowych. Jednak to skrzydłowy Piasta, Bartosz Szeliga, jako pierwszy zagroził bramce rywali w 37. minucie i wyprowadził gliwiczan na prowadzenie. Hebert i Igors Tarasovs odegrali istotną rolę w tej akcji, a błąd stopera Jagiellonii pozwolił Szelidze wykorzystać sytuację. W drugiej połowie meczu, kibice gospodarzy skandowali ""Gramy o mistrza!"", co dodatkowo podgrzało atmosferę na stadionie. Gospodarze podwajali prowadzenie, gdy Martin Nespor wykorzystał rzut rożny, sfinalizując dośrodkowanie Kamila Vacka głową. Mimo prób Jagiellonii, w tym strzałów Fedora Cernycha czy Gutiego, bramkarz Piasta, Jakub Szmatuła, pozostał niewzruszony. Natomiast Krzysztof Baran został przetestowany przez Szeligę, ale nie zdołał powstrzymać drugiego trafienia. Pomimo regularnych prób, Jagiellonia nie potrafiła znaleźć pomysłu na zagrożenie bramce Piasta, co ostatecznie zakończyło się trzecią z rzędu porażką drużyny z Białegostoku."
958;ai;Przed ostatnią kolejką rundy zasadniczej sytuacja Jagiellonii w walce o awans do grupy mistrzowskiej wydawała się być dość skomplikowana. Wcześniej, aby znaleźć się w czołowej ósemce ekstraklasy, Jagiellonia musiała wygrać swój mecz w Gliwicach, a jednocześnie liczyć na korzystne wyniki innych drużyn, zwłaszcza na stratę punktów przez Wisłę Kraków i Podbeskidzie Bielsko-Biała. Jednakże, w piątek sytuacja uległa zmianie po decyzji Trybunału Arbitrażowego ds. Sportu przy Polskim Komitecie Olimpijskim, który zawiesił wykonanie kary nałożonej na Lechię Gdańsk przez Polski Związek Piłki Nożnej. To oznaczało, że Lechia odzyskała punkt, który wcześniej został jej odebrany za zaległości finansowe. Po tej decyzji, sytuacja Jagiellonii w walce o grupę mistrzowską wyglądała następująco: Jagiellonia musiała wygrać swój mecz z Piastem Gliwice, a także liczyć na korzystne wyniki innych drużyn. W przypadku wygranej Lechii Gdańsk nad Ruchem Chorzów, Jagiellonia musiała również liczyć na stratę punktów przez Wisłę Kraków. Mimo zamieszania i niepewności co do decyzji Trybunału Arbitrażowego, Jagiellonia musiała skoncentrować się na własnym meczu i zdobyciu trzech punktów w starciu z Piastem Gliwice, co wcale nie było łatwym zadaniem, biorąc pod uwagę wysoką formę tej drużyny na własnym stadionie w obecnym sezonie.
959;ai;Skład Lecha Poznań na mecz z Górnikiem Łęczna wygląda następująco: Podstawowy skład: Jasmin Burić (bramkarz), Tomasz Kędziora, Marcin Kamiński, Paulus Arajuuri, Tamas Kadar, Łukasz Trałka, Abdul Tetteh, Maciej Gajos, Karol Linetty, Darko Jevtić, Nicki Bille. Rezerwowi: Mateusz Lis, Robert Gumny, Vladimir Volkov, Kamil Jóźwiak, Piotr Kurbiel, Dariusz Dudka, Krystian Sanocki.Trener Jan Urban musiał dokonać kilku zmian w składzie ze względu na kontuzje niektórych graczy, w tym Gergo Lovrencsicsa. Powrót do pierwszego składu po przerwie zaliczył Karol Linetty, który zastąpił kontuzjowanego Lovrencsicsa. Dodatkowo, do kadry włączono dwóch zawodników z trzecioligowych rezerw - Piotra Kurbiela i Krystiana Sanockiego, aby wzmocnić możliwości ofensywne.
960;ai;Blamaż Rakowa w sobotnim meczu z GKS-em Tychy był wynikiem szybko straconych bramek oraz słabego występu w każdym elemencie gry. Trenerzy byli zdruzgotani porażką i nie byli w stanie znaleźć jednoznacznej odpowiedzi na to, dlaczego taka sytuacja miała miejsce. Przemysław Cecherz podkreślił, że drużyna musi szybko przestać rozpamiętywać mecz i skoncentrować się na przyszłości. Krzysztof Kołaczyk wyraził zdziwienie i frustrację z powodu słabej postawy zespołu, podkreślając potrzebę szybkiego pozbierania się i skupienia na kolejnych meczach. Fatalny występ w ostatnich meczach wskazuje na konieczność zastanowienia się nad przygotowaniem zespołu do rundy wiosennej oraz identyfikację i naprawienie słabości w grze.
961;ai;Niestety, Górnik Kielce doznał kolejnej porażki, co zwiększyło rozczarowanie zarówno zawodników, jak i kibiców. Po zakończeniu meczu, kiedy piłkarze zbliżyli się do swoich fanów, ci poprosili ich o oddanie koszulek, co stanowiło wyraz niezadowolenia z wyników zespołu. Trener Jan Żurek odmówił komentowania tej sytuacji podczas konferencji prasowej po meczu. Warto zauważyć, że podobne zdarzenie miało miejsce niedawno we Wrocławiu, gdzie kibice po porażce Śląska z Zagłębiem Lubin również domagali się zwrotu koszulek. Górnik Kielce w tegorocznej rundzie wiosennej nie odniósł jeszcze zwycięstwa, zdobywając jedynie cztery punkty i strzelając cztery bramki. Po podziale punktów w ostatnim meczu zespół Żurka pozostaje w odległości czterech punktów od bezpiecznej strefy w tabeli ligowej.
962;ai;"Do tej niecodziennej sytuacji, którą dzisiaj przeżywamy, nie doszłoby, gdyby nie wczorajsza decyzja Trybunału Arbitrażowego ds. Sportu przy Polskim Komitecie Olimpijskim o wstrzymaniu wykonania kary jednego ujemnego punktu dla Lechii Gdańsk. Ruch już teraz byłby pewny miejsca w ósemce. Decyzja Trybunału wywołała jednak bardzo duże zamieszanie i jeszcze trochę poczekamy na jej ostateczne rozstrzygnięcie. Kara została zawieszona, a nie anulowana. Ekstraklasa zwróciła się oficjalnie do Trybunału, by rozstrzygnął tę kwestię najpóźniej do poniedziałku. Jeśli kara ujemnego punktu dla Lechii zostanie wykonana, to Ruch wróci do ósemki"" - informuje chorzowski klub. Są duże wątpliwości co do tego, czy Trybunał mógł rozstrzygać w tej sprawie. PZPN stoi na stanowisku, że tego prawa nie miał, ponieważ Trybunał może interweniować w kwestiach dyscyplinarnych, a nie regulaminowych, jaką była decyzja o odjęciu Lechii punktu. Trybunał zawiesił decyzję Komisji Licencyjnej, a nie Dyscyplinarnej. Na dodatek Lechia nie wystąpiła o wymaganą w takich przypadkach zgodę na arbitraż."
963;ai;"Młody napastnik Wiśły Kraków, który zadebiutował w pierwszym składzie w oficjalnym meczu przeciwko drużynie z jego rodzinnego regionu, opowiedział o swoim emocjonalnym przeżyciu oraz zaangażowaniu w spotkaniu. Dla wielu zawodników debiut w pierwszym składzie klubu to wyjątkowe i pełne emocji doświadczenie. Tym bardziej, gdy zdarza się to w meczu przeciwko drużynie z własnego regionu. Takie właśnie było pierwsze oficjalne spotkanie młodego napastnika w Wiśle Kraków, który podkreślił, że mecz ten miał dla niego ""dodatkowy smaczek"". „Kiedy stałem w tunelu i słyszałem hymn klubu śpiewany przez tysiące kibiców, poczułem zastrzyk energii. Na pewno było trochę stresu, ale nie za dużo” - zapewnił debiutant. Wyjątkowość tego spotkania podkreśla fakt, że napastnik miał zastąpić kontuzjowanego zawodnika w podstawowym składzie. Mimo że w pierwszym składzie widniało nazwisko doświadczonego Pawła Brożka, to ostatecznie miejsce na boisku zajął właśnie debiutujący młody zawodnik. „Paweł miał problem z łydką i do końca nie było wiadomo, czy da radę. Dlatego miałem wyjść na rozgrzewkę razem z chłopakami z pierwszego składu” - opisał sytuację młody napastnik. Mimo zaistniałej sytuacji, młody piłkarz stanął na wysokości zadania i zagrał z determinacją. Krakowianie prowadzili w meczu i byli blisko awansu do górnej ósemki, jednak bramka rywali, zdobyta przez Michala Papadopulosa, sprawiła, że Wisła Kraków zagra w grupie spadkowej. „Walki, ambicji i charakteru nie można nam odmówić, bo od pierwszej do 90 minuty walczyliśmy o trzy punkty. Byliśmy naprawdę blisko, sędzia nie uznał nam bramki, po strzale Zdenka Ondraszka obrońca wybił piłkę z linii bramkowej. Tak chyba miało być. Ale zostaje siedem kolejek i walczymy o jak najwyższe miejsce” - podkreślił młody napastnik. Mimo niepowodzenia w tym konkretnym meczu, debiutujący zawodnik wyraził determinację do dalszej walki o jak najwyższe miejsce w kolejnych spotkaniach ligowych. Dla niego debiut w Wiśle Kraków to nie tylko spełnienie marzeń, ale także początek drogi, którą zamierza podążać z jeszcze większym zaangażowaniem."
964;ai;W sobotę zakończyła się ostatnia kolejka rundy zasadniczej Ekstraklasy, a dla Jagiellonii Białystok okazała się to dniem pełnym napięcia i rozczarowania. Mimo szans na awans do grupy mistrzowskiej, drużyna nie zdołała spełnić wymagań, przegrywając decydujące spotkanie z Piastem Gliwice 0:2. Przed tym meczem Jagiellonia potrzebowała zwycięstwa w Gliwicach oraz korzystnych wyników w innych spotkaniach, aby zapewnić sobie miejsce w grupie mistrzowskiej. Pomimo że inne mecze rozegrały się na korzyść drużyny z Białegostoku, sama Jagiellonia zawiodła. Pomimo wysiłków podopiecznych trenera Michała Probierza, ostatecznie musieli oni uznać wyższość rywali. Niestety, porażka oznaczała dla Jagiellonii konieczność rywalizacji w grupie spadkowej w dodatkowej części sezonu. Tabela tej grupy, po podziale punktów, pokazuje, że Białostoczanie mają zaledwie dwa punkty przewagi nad przedostatnią pozycją, która oznacza spadek. Należy jednak zauważyć, że skład grupy spadkowej może się jeszcze zmienić. Istnieje możliwość, że do niej dołączy Podbeskidzie Bielsko-Biała, a do grupy mistrzowskiej awansuje Ruch Chorzów. Ostateczny kształt tabeli może ulec zmianie po decyzji związanej z punktem Lechii Gdańsk. Warto podkreślić, że decyzja dotycząca punktu Lechii może mieć istotny wpływ na końcowy układ tabeli. Trybunał Arbitrażowy ds. Sportu przy Polskim Komitecie Olimpijskim wstrzymał wykonanie kary w postaci odebrania punktu nałożonej przez Komisję ds. Licencji Klubowych PZPN. Niemniej jednak, należy pamiętać, że nie jest to jeszcze ostateczna decyzja. Dla Jagiellonii Białystok nadszedł czas walki o utrzymanie, a dla kibiców z pewnością to okres pełen emocji i napięcia, gdyż losy drużyny wciąż są otwarte.
965;ai;"Według doniesień brytyjskich mediów, Liverpool planuje pozyskać ""następcę Roberta Lewandowskiego"". Lewandowski przeniósł się z Lecha Poznań do Borussii Dortmund w 2010 roku, kiedy to klubem kierował obecny trener Liverpoolu, Jürgen Klopp. Pod jego wodzą Lewandowski stał się czołowym napastnikiem Bundesligi, a po transferze do Bayernu Monachium, jednym z najlepszych na świecie. Zarówno Klopp, jak i Lewandowski zawsze wyrażali się o sobie nawzajem z uznaniem. Teraz, według Daily Mirror, niemiecki trener ponownie chce sięgnąć po napastnika Lecha Poznań, tym razem 19-letniego Dawida Kownackiego. To sam Klopp nakazał skautom Liverpoolu śledzić postępy młodego lechity. Angielskie media informują, że choć Kownacki gra w polskiej lidze, to wiele klubów z Bundesligi interesuje się nim. W tym sezonie Kownacki zdobył siedem goli w 22 meczach, debiutując w ekstraklasie już w wieku 16 lat. Łącznie zagrał 65 razy dla Lecha, strzelając 13 goli. Już w swoim debiutanckim sezonie w ekstraklasie Kownacki przyciągnął uwagę klubów z silniejszych lig. Miał oferty z Bundesligi, ale zdecydował się pozostać w Poznaniu i podpisać zawodowy kontrakt z Lechem. Jego rozwój jednak hamowały liczne kontuzje. W tym sezonie zmagał się z problemami z kolanem, kostką stawową, a teraz leczy uraz pleców, który odniósł w meczu reprezentacji Polski do lat 19 z Holandią. Od poniedziałku planuje wznowić treningi z zespołem Lecha i być gotowym do gry w rundzie finałowej ekstraklasy. Pytanie jednak, czy będzie to jego ostatnia runda w barwach klubu z Poznania. Kownacki ma ważny kontrakt z Lechem Poznań do czerwca 2017 roku, czyli jeszcze na kolejny sezon. Teoretycznie już zimą może podpisać kontrakt z nowym klubem, jednak władze Lecha liczą, że uda im się zarobić na jego transferze. Aby tak się stało, Kownacki musiałby odejść latem lub przedłużyć umowę z Lechem. Serwis ""Transfermarkt"" wycenia go na 1,2 mln euro, ale cena ta na pewno nie zadowoli zarządu poznańskiego klubu."
966;ai;Lech Poznań, mimo zajmowania szóstego miejsca w tabeli, ma jeszcze wiele szans na poprawę swojej sytuacji. Trzy zespoły znajdujące się przed Kolejorzem mają tylko jeden punkt więcej, co otwiera możliwość awansu na podium już po pierwszej kolejce rundy finałowej. Niemniej jednak, zadanie nie będzie łatwe, ponieważ Lech rozpocznie zmagania od wyjazdowego meczu z liderem tabeli, czyli Legią Warszawa. Mimo że zespół ze stolicy ma pewną przewagę punktową nad konkurentami, aż siedem punktów oddziela go od drużyn znajdujących się tuż za nim. Lech traci do Legii osiem punktów, co może być trudne do odrobienia w siedmiu meczach. Niezależnie od tego, wygrana w bezpośrednim starciu z Legią Warszawa byłaby ogromnym krokiem w kierunku europejskich pucharów dla poznańskiej drużyny. Lech Poznań w rundzie finałowej rozegra tylko trzy mecze na własnym stadionie, z czego dwa odbędą się w środku tygodnia. Należy jednak zauważyć, że mecze z Lechią Gdańsk i Podbeskidziem Bielsko-Biała nie są jeszcze przesądzone. Decyzja Trybunału Arbitrażowego przy PKOL wstrzymała odjęcie punktu Lechii Gdańsk, co może wpłynąć na przyszłe zestawienie meczów. Lech Poznań będzie musiał liczyć na wsparcie swoich kibiców w czterech wyjazdowych meczach, w tym starciach z Legią Warszawa, Pogonią Szczecin, Cracovią i Zagłębiem Lubin. Sezon zakończy się 15 maja, a przyszły mistrz Polski będzie rywalizował w eliminacjach do Ligi Mistrzów. Zespoły z drugiego i trzeciego miejsca zagrają natomiast w kwalifikacjach do Ligi Europy. Dodatkowo, jeśli mistrz Polski zdobędzie także Puchar Polski, to miejsce w europejskich pucharach otrzyma również zespół z czwartego miejsca w ekstraklasie.
967;ai;W duchu walki i determinacji, piłkarze Wisły Kraków do końca stawiali opór, chociaż końcówka meczu zdradzała ich zmęczenie. Wolski, jeden z graczy, opisywał zaangażowanie całego zespołu na boisku, przyznając, że mimo wysiłku mogło im zabraknąć sił w decydujących momentach. Po ostatnim gwizdku sędziego, reakcje wśród zawodników Wisły były zróżnicowane - niektórzy spuścili głowy, a część załamana padła na murawę. Atmosfera w szatni była obarczona smutkiem, ponieważ po ostatnich wynikach drużyna wierzyła w awans do pierwszej ósemki. Wolski podkreślił, że mimo porażki, wszyscy zawodnicy dawali z siebie wszystko i walczyli do końca. Wierzą, że mimo obecnego rozczarowania, przyszłość może przynieść im sukces. Spotkanie z Zagłębiem nie tylko miało decydujące znaczenie dla miejsca w tabeli, ale również stanowiło pojedynek dwóch znaczących pomocników - Wolskiego i Filipa Starzyńskiego, którzy zimą powrócili do polskiej ekstraklasy z ligi belgijskiej. Starzyński zaliczył asystę przy golu Michala Papadopulosa, co podkreśla intensywną rywalizację pomiędzy obydwoma graczami zarówno na boisku, jak i o miejsce w reprezentacji Polski.
